icd10 chapter,target,prevalence,time_stamp,recall,precision,f1-score,pr_auc,roc_auc,random_seed,target_label,training_percentage
Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,3,0.0971435458599493,05-09-2023-07-42-46,0.0,0.0,0.0,0.1310035363466762,0.5993274670790226,2,3,1.0
Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,3,0.0971435458599493,05-10-2023-20-56-50,0.0,0.0,0.0,0.10191587551989874,0.5187707865444326,0,3,0.02
Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,3,0.0971435458599493,05-09-2023-15-56-15,0.0,0.0,0.0,0.15610905382018037,0.6142917336540547,4,3,1.0
Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,3,0.0971435458599493,05-10-2023-20-02-01,0.0,0.0,0.0,0.12692893137552066,0.6199084471607575,3,3,0.1
Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,3,0.0971435458599493,05-10-2023-22-05-15,0.0,0.0,0.0,0.098438371815817,0.5058601180614362,4,3,0.02
Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,3,0.0971435458599493,05-09-2023-18-17-48,0.0,0.0,0.0,0.1226830930922613,0.5567378062499745,0,3,0.5
Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,3,0.0971435458599493,05-09-2023-20-43-42,0.0,0.0,0.0,0.12442979611969246,0.5562100888119812,1,3,0.5
Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,3,0.0971435458599493,05-10-2023-03-25-12,0.0,0.0,0.0,0.12269401129563537,0.5734693126173558,4,3,0.5
Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,3,0.0971435458599493,05-09-2023-11-29-49,0.0,0.0,0.0,0.11926321197458171,0.5631440504972407,3,3,1.0
Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,3,0.0971435458599493,05-10-2023-18-22-55,0.0,0.0,0.0,0.10082050382914233,0.5166640076253124,0,3,0.1
Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,3,0.0971435458599493,05-10-2023-01-04-56,0.0,0.0,0.0,0.13560406273408943,0.6202029871261491,3,3,0.5
Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,3,0.0971435458599493,05-09-2023-23-00-42,0.0,0.0,0.0,0.15276932573720675,0.6139726486915471,2,3,0.5
Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,3,0.0971435458599493,05-10-2023-21-13-13,0.0,0.0,0.0,0.0766633904768758,0.39187315145490464,1,3,0.02
Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,3,0.0971435458599493,05-10-2023-21-47-59,0.0,0.0,0.0,0.07839863186911741,0.4229839352993876,3,3,0.02
Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,3,0.0971435458599493,05-10-2023-20-30-41,0.0,0.0,0.0,0.11012755623732923,0.5223748102876264,4,3,0.1
"Endocrine, nutritional and metabolic diseases",4,0.2811859708328311,05-10-2023-18-39-38,0.01079913606911447,0.3125,0.020876826722338204,0.32101458253464205,0.5701132398616744,1,4,0.1
"Endocrine, nutritional and metabolic diseases",4,0.2811859708328311,05-10-2023-19-46-23,0.12311015118790497,0.41911764705882354,0.1903171953255426,0.36218262201247176,0.6173825518418958,3,4,0.1
"Endocrine, nutritional and metabolic diseases",4,0.2811859708328311,05-09-2023-22-03-03,0.04967602591792657,0.3898305084745763,0.08812260536398468,0.3491189905583505,0.5843049102834363,2,4,0.5
"Endocrine, nutritional and metabolic diseases",4,0.2811859708328311,05-10-2023-20-20-07,0.038876889848812095,0.375,0.07045009784735812,0.2992625405386021,0.5277851153202708,4,4,0.1
"Endocrine, nutritional and metabolic diseases",4,0.2811859708328311,05-10-2023-20-49-34,0.2224622030237581,0.27540106951871657,0.24611708482676228,0.2854010418463293,0.5202593864433291,0,4,0.02
"Endocrine, nutritional and metabolic diseases",4,0.2811859708328311,05-10-2023-02-26-19,0.0,0.0,0.0,0.3473467450226993,0.5959845514517113,4,4,0.5
"Endocrine, nutritional and metabolic diseases",4,0.2811859708328311,05-10-2023-19-15-26,0.004319654427645789,0.3333333333333333,0.008528784648187633,0.27760443487588665,0.5077941966081563,2,4,0.1
"Endocrine, nutritional and metabolic diseases",4,0.2811859708328311,05-09-2023-17-09-28,0.0,0.0,0.0,0.35130276032030383,0.6011501813667857,0,4,0.5
"Endocrine, nutritional and metabolic diseases",4,0.2811859708328311,05-09-2023-13-51-43,0.04319654427645788,0.47619047619047616,0.0792079207920792,0.3994091819243848,0.6809947290547692,4,4,1.0
"Endocrine, nutritional and metabolic diseases",4,0.2811859708328311,05-09-2023-19-44-04,0.01079913606911447,0.38461538461538464,0.021008403361344536,0.37554105996459974,0.6434006142817927,1,4,0.5
"Endocrine, nutritional and metabolic diseases",4,0.2811859708328311,05-10-2023-21-57-43,0.012958963282937365,0.2727272727272727,0.024742268041237112,0.2868017808112905,0.5158119724522757,4,4,0.02
"Endocrine, nutritional and metabolic diseases",4,0.2811859708328311,05-09-2023-02-08-33,0.04319654427645788,0.5263157894736842,0.07984031936127743,0.428476517900297,0.7072389604515092,1,4,1.0
"Endocrine, nutritional and metabolic diseases",4,0.2811859708328311,05-08-2023-21-57-25,0.7257019438444925,0.8337468982630273,0.7759815242494226,0.8651332602593113,0.915409357179483,0,4,1.0
"Endocrine, nutritional and metabolic diseases",4,0.2811859708328311,05-10-2023-00-06-20,0.0,0.0,0.0,0.3148855441456686,0.5480833475767982,3,4,0.5
"Endocrine, nutritional and metabolic diseases",4,0.2811859708328311,05-10-2023-21-23-18,0.0064794816414686825,0.23076923076923078,0.012605042016806723,0.2768615490842622,0.5038647267930796,2,4,0.02
"Endocrine, nutritional and metabolic diseases",4,0.2811859708328311,05-10-2023-21-06-32,0.0,0.0,0.0,0.3080973529868679,0.562359615547303,1,4,0.02
"Endocrine, nutritional and metabolic diseases",4,0.2811859708328311,05-10-2023-18-08-10,0.06047516198704104,0.39436619718309857,0.1048689138576779,0.3052171155970857,0.5402969201312816,0,4,0.1
"Endocrine, nutritional and metabolic diseases",4,0.2811859708328311,05-09-2023-06-05-53,0.4038876889848812,0.4617283950617284,0.4308755760368663,0.4346799546264073,0.7134387522379505,2,4,1.0
"Endocrine, nutritional and metabolic diseases",4,0.2811859708328311,05-09-2023-09-45-10,0.21814254859611232,0.5343915343915344,0.3098159509202454,0.4871886532210403,0.7763983197890931,3,4,1.0
"Endocrine, nutritional and metabolic diseases",4,0.2811859708328311,05-10-2023-21-40-59,0.0,0.0,0.0,0.26261540536151196,0.49192611353681637,3,4,0.02
"Mental, Behavioral and Neurodevelopmental disorders",5,0.16813306014222,05-10-2023-21-59-47,0.0,0.0,0.0,0.11960908797960418,0.5341627593066212,4,5,0.02
"Mental, Behavioral and Neurodevelopmental disorders",5,0.16813306014222,05-09-2023-17-24-25,0.0,0.0,0.0,0.14686547061858862,0.6011118215402103,0,5,0.5
"Mental, Behavioral and Neurodevelopmental disorders",5,0.16813306014222,05-10-2023-21-25-48,0.0,0.0,0.0,0.11927899697541981,0.5420112247797669,2,5,0.02
"Mental, Behavioral and Neurodevelopmental disorders",5,0.16813306014222,05-10-2023-20-23-13,0.005434782608695652,0.06666666666666667,0.010050251256281407,0.12967707032612136,0.5559605001420858,4,5,0.1
"Mental, Behavioral and Neurodevelopmental disorders",5,0.16813306014222,05-10-2023-00-25-23,0.0,0.0,0.0,0.15668357124019375,0.6216858482523444,3,5,0.5
"Mental, Behavioral and Neurodevelopmental disorders",5,0.16813306014222,05-09-2023-10-07-22,0.0,0.0,0.0,0.16508640821117274,0.6349389030974708,3,5,1.0
"Mental, Behavioral and Neurodevelopmental disorders",5,0.16813306014222,05-09-2023-19-56-03,0.0,0.0,0.0,0.14775486459564874,0.6172634271099744,1,5,0.5
"Mental, Behavioral and Neurodevelopmental disorders",5,0.16813306014222,05-10-2023-20-51-33,0.0,0.0,0.0,0.12304461527151839,0.5367291844273941,0,5,0.02
"Mental, Behavioral and Neurodevelopmental disorders",5,0.16813306014222,05-10-2023-21-43-19,0.0,0.0,0.0,0.11546969856695183,0.4827010514350668,3,5,0.02
"Mental, Behavioral and Neurodevelopmental disorders",5,0.16813306014222,05-09-2023-06-35-58,0.05434782608695652,0.47619047619047616,0.09756097560975609,0.2226814175044069,0.6838519465757317,2,5,1.0
"Mental, Behavioral and Neurodevelopmental disorders",5,0.16813306014222,05-10-2023-19-18-07,0.0,0.0,0.0,0.13351918823239034,0.579656862745098,2,5,0.1
"Mental, Behavioral and Neurodevelopmental disorders",5,0.16813306014222,05-09-2023-22-20-43,0.0,0.0,0.0,0.1619096061882746,0.6451229042341574,2,5,0.5
"Mental, Behavioral and Neurodevelopmental disorders",5,0.16813306014222,05-09-2023-02-41-41,0.0,0.0,0.0,0.18715783858001678,0.6975987496447854,1,5,1.0
"Mental, Behavioral and Neurodevelopmental disorders",5,0.16813306014222,05-10-2023-21-08-28,0.0,0.0,0.0,0.10120355254777422,0.4336246092639954,1,5,0.02
"Mental, Behavioral and Neurodevelopmental disorders",5,0.16813306014222,05-08-2023-22-28-40,0.0,0.0,0.0,0.1471119098238232,0.6097151179312305,0,5,1.0
"Mental, Behavioral and Neurodevelopmental disorders",5,0.16813306014222,05-10-2023-02-39-46,0.0,0.0,0.0,0.14652450613828297,0.5937162546177892,4,5,0.5
"Mental, Behavioral and Neurodevelopmental disorders",5,0.16813306014222,05-09-2023-14-34-09,0.10869565217391304,0.625,0.18518518518518517,0.3624017131000934,0.7773302074452971,4,5,1.0
"Mental, Behavioral and Neurodevelopmental disorders",5,0.16813306014222,05-10-2023-18-13-36,0.0,0.0,0.0,0.13688316929443162,0.5781667377095766,0,5,0.1
"Mental, Behavioral and Neurodevelopmental disorders",5,0.16813306014222,05-10-2023-19-49-49,0.0,0.0,0.0,0.14393111932770156,0.6105001420858199,3,5,0.1
"Mental, Behavioral and Neurodevelopmental disorders",5,0.16813306014222,05-10-2023-18-43-41,0.0,0.0,0.0,0.12682010960035006,0.5447428246660982,1,5,0.1
Diseases of the nervous system,6,0.1628299385319995,05-10-2023-19-19-15,0.005714285714285714,0.1111111111111111,0.010869565217391306,0.10634400802360913,0.4942727188341224,2,6,0.1
Diseases of the nervous system,6,0.1628299385319995,05-09-2023-02-50-06,0.0,0.0,0.0,0.11970197239602104,0.5510554163185742,1,6,1.0
Diseases of the nervous system,6,0.1628299385319995,05-10-2023-18-45-14,0.0,0.0,0.0,0.09984338414170768,0.4904576255453449,1,6,0.1
Diseases of the nervous system,6,0.1628299385319995,05-10-2023-22-00-39,0.022857142857142857,0.18181818181818182,0.04060913705583756,0.09512221423233082,0.46705281722825587,4,6,0.02
Diseases of the nervous system,6,0.1628299385319995,05-09-2023-10-17-37,0.0,0.0,0.0,0.17710224380491413,0.7210136452241716,3,6,1.0
Diseases of the nervous system,6,0.1628299385319995,05-10-2023-21-43-55,0.0,0.0,0.0,0.101513374188307,0.47771280051981807,3,6,0.02
Diseases of the nervous system,6,0.1628299385319995,05-10-2023-00-32-08,0.0,0.0,0.0,0.11858746920807064,0.523932052353105,3,6,0.5
Diseases of the nervous system,6,0.1628299385319995,05-10-2023-19-51-58,0.0,0.0,0.0,0.09559134238533919,0.474307992202729,3,6,0.1
Diseases of the nervous system,6,0.1628299385319995,05-10-2023-18-14-26,0.0,0.0,0.0,0.09577464344180218,0.48676506080014853,0,6,0.1
Diseases of the nervous system,6,0.1628299385319995,05-09-2023-20-00-32,0.0,0.0,0.0,0.164651752034205,0.6708289241622576,1,6,0.5
Diseases of the nervous system,6,0.1628299385319995,05-10-2023-20-24-01,0.005714285714285714,0.5,0.01129943502824859,0.10142365652904962,0.48147405550914324,4,6,0.1
Diseases of the nervous system,6,0.1628299385319995,05-10-2023-02-47-22,0.0,0.0,0.0,0.10819991020930553,0.5113747331291191,4,6,0.5
Diseases of the nervous system,6,0.1628299385319995,05-09-2023-17-32-49,0.0,0.0,0.0,0.10630673774841484,0.5139961013645225,0,6,0.5
Diseases of the nervous system,6,0.1628299385319995,05-10-2023-21-09-02,0.0,0.0,0.0,0.10143933673480089,0.47607537361923336,1,6,0.02
Diseases of the nervous system,6,0.1628299385319995,05-08-2023-22-38-40,0.0,0.0,0.0,0.12086425104032171,0.5430687830687831,0,6,1.0
Diseases of the nervous system,6,0.1628299385319995,05-09-2023-06-43-35,0.0,0.0,0.0,0.14642362004845325,0.6080051981806368,2,6,1.0
Diseases of the nervous system,6,0.1628299385319995,05-09-2023-22-25-58,0.0,0.0,0.0,0.15095008083836103,0.6384999535876729,2,6,0.5
Diseases of the nervous system,6,0.1628299385319995,05-09-2023-14-50-22,0.0,0.0,0.0,0.30103754250214254,0.7682985240879977,4,6,1.0
Diseases of the nervous system,6,0.1628299385319995,05-10-2023-20-52-16,0.0,0.0,0.0,0.09524014948673135,0.48240972802376314,0,6,0.02
Diseases of the nervous system,6,0.1628299385319995,05-10-2023-21-26-33,0.0,0.0,0.0,0.10098037954873082,0.4838893530121601,2,6,0.02
Diseases of the eye and adnexa,7,0.0419428709171989,05-10-2023-21-00-37,0.0,0.0,0.0,0.37768164444013674,0.7840361136760028,0,7,0.02
Diseases of the eye and adnexa,7,0.0419428709171989,05-10-2023-01-42-42,0.0,0.0,0.0,0.44999405934430237,0.8085346773366164,3,7,0.5
Diseases of the eye and adnexa,7,0.0419428709171989,05-10-2023-21-35-48,0.0,0.0,0.0,0.34260094689448745,0.7607392018056839,2,7,0.02
Diseases of the eye and adnexa,7,0.0419428709171989,05-10-2023-22-09-31,0.0,0.0,0.0,0.4669244704896446,0.8189417256591771,4,7,0.02
Diseases of the eye and adnexa,7,0.0419428709171989,05-10-2023-21-17-16,0.0,0.0,0.0,0.42895494555330665,0.8142928593413359,1,7,0.02
Diseases of the eye and adnexa,7,0.0419428709171989,05-09-2023-23-27-35,0.0,0.0,0.0,0.510064330952571,0.8383169180260593,2,7,0.5
Diseases of the eye and adnexa,7,0.0419428709171989,05-10-2023-21-51-47,0.0,0.0,0.0,0.20696622827583533,0.6402098081460962,3,7,0.02
Diseases of the eye and adnexa,7,0.0419428709171989,05-10-2023-19-04-43,0.0,0.0,0.0,0.44297196692845203,0.8211385554529599,1,7,0.1
Diseases of the eye and adnexa,7,0.0419428709171989,05-09-2023-18-55-11,0.0,0.0,0.0,0.4140911530165428,0.7959166923155843,0,7,0.5
Diseases of the eye and adnexa,7,0.0419428709171989,05-10-2023-03-57-49,0.0,0.0,0.0,0.4934319121803573,0.8275725864368525,4,7,0.5
Diseases of the eye and adnexa,7,0.0419428709171989,05-10-2023-18-29-56,0.0,0.0,0.0,0.35841423824745267,0.7743254334667076,0,7,0.1
Diseases of the eye and adnexa,7,0.0419428709171989,05-10-2023-19-34-03,0.0,0.0,0.0,0.3621426389976443,0.7694008412844978,2,7,0.1
Diseases of the eye and adnexa,7,0.0419428709171989,05-10-2023-09-48-46,0.0,0.0,0.0,0.47231681466340925,0.818515953626757,4,7,1.0
Diseases of the eye and adnexa,7,0.0419428709171989,05-09-2023-21-19-58,0.0,0.0,0.0,0.5127443032209641,0.8384579870729455,1,7,0.5
Diseases of the eye and adnexa,7,0.0419428709171989,05-10-2023-20-10-02,0.0,0.0,0.0,0.23849618449539128,0.7012516671796449,3,7,0.1
Diseases of the eye and adnexa,7,0.0419428709171989,05-09-2023-12-33-23,0.0,0.0,0.0,0.3958848537701323,0.7878757566430696,3,7,1.0
Diseases of the eye and adnexa,7,0.0419428709171989,05-09-2023-08-37-47,0.0,0.0,0.0,0.5091390674774962,0.8324984610649431,2,7,1.0
Diseases of the eye and adnexa,7,0.0419428709171989,05-09-2023-04-59-40,0.0,0.0,0.0,0.5094524173225089,0.8319688109161792,1,7,1.0
Diseases of the eye and adnexa,7,0.0419428709171989,05-09-2023-00-48-23,0.0,0.0,0.0,0.43959075021224964,0.803808864265928,0,7,1.0
Diseases of the eye and adnexa,7,0.0419428709171989,05-10-2023-20-39-34,0.0,0.0,0.0,0.4581343487188421,0.825071816969324,4,7,0.1
Diseases of the ear and mastoid process,8,0.0132578040255514,05-10-2023-22-12-19,0.0,0.0,0.0,0.007205928184443386,0.49182334508421466,4,8,0.02
Diseases of the ear and mastoid process,8,0.0132578040255514,05-10-2023-20-45-25,0.0,0.0,0.0,0.005283946513213173,0.4009498629063846,4,8,0.1
Diseases of the ear and mastoid process,8,0.0132578040255514,05-10-2023-18-33-52,0.0,0.0,0.0,0.007620535638436351,0.5323638856247552,0,8,0.1
Diseases of the ear and mastoid process,8,0.0132578040255514,05-10-2023-21-20-14,0.0,0.0,0.0,0.0039661487036134575,0.19854093223658442,1,8,0.02
Diseases of the ear and mastoid process,8,0.0132578040255514,05-09-2023-09-15-08,0.0,0.0,0.0,0.010847564417626675,0.5865158636897768,2,8,1.0
Diseases of the ear and mastoid process,8,0.0132578040255514,05-09-2023-19-20-22,0.0,0.0,0.0,0.011373454906681886,0.5953779866823345,0,8,0.5
Diseases of the ear and mastoid process,8,0.0132578040255514,05-09-2023-23-46-20,0.0,0.0,0.0,0.008662375264018984,0.5712886799843322,2,8,0.5
Diseases of the ear and mastoid process,8,0.0132578040255514,05-10-2023-19-10-03,0.0,0.0,0.0,0.004480948238132614,0.28466509988249117,1,8,0.1
Diseases of the ear and mastoid process,8,0.0132578040255514,05-10-2023-21-54-12,0.0,0.0,0.0,0.00611419494030349,0.34860947904426165,3,8,0.02
Diseases of the ear and mastoid process,8,0.0132578040255514,05-09-2023-13-15-00,0.0,0.0,0.0,0.005964823529763135,0.45970426948687815,3,8,1.0
Diseases of the ear and mastoid process,8,0.0132578040255514,05-10-2023-10-00-06,0.0,0.0,0.0,0.009493093325000994,0.5603701527614571,4,8,1.0
Diseases of the ear and mastoid process,8,0.0132578040255514,05-10-2023-19-39-29,0.0,0.0,0.0,0.006019293770429224,0.45906776341558947,2,8,0.1
Diseases of the ear and mastoid process,8,0.0132578040255514,05-10-2023-20-15-28,0.0,0.0,0.0,0.005527723735471894,0.3149236192714453,3,8,0.1
Diseases of the ear and mastoid process,8,0.0132578040255514,05-10-2023-21-03-33,0.0,0.0,0.0,0.006146015853899459,0.46827262044653345,0,8,0.02
Diseases of the ear and mastoid process,8,0.0132578040255514,05-09-2023-21-44-48,0.0,0.0,0.0,0.0074110381872916145,0.48398942420681546,1,8,0.5
Diseases of the ear and mastoid process,8,0.0132578040255514,05-09-2023-01-30-28,0.0,0.0,0.0,0.0076941876679979294,0.5340775558166863,0,8,1.0
Diseases of the ear and mastoid process,8,0.0132578040255514,05-10-2023-02-04-07,0.0,0.0,0.0,0.004934143767963772,0.36266157461809634,3,8,0.5
Diseases of the ear and mastoid process,8,0.0132578040255514,05-09-2023-05-33-02,0.0,0.0,0.0,0.006500089025627846,0.49358597728162945,1,8,1.0
Diseases of the circulatory system,9,0.2945643003495239,05-10-2023-19-44-13,0.0,0.0,0.0,0.43362605188867087,0.7556278565342011,3,9,0.1
Diseases of the circulatory system,9,0.2945643003495239,05-10-2023-21-05-49,0.035897435897435895,0.3333333333333333,0.06481481481481481,0.3189941570011907,0.6662793399953522,1,9,0.02
Diseases of the circulatory system,9,0.2945643003495239,05-10-2023-18-38-28,0.020512820512820513,0.2962962962962963,0.03836930455635492,0.40655375813075967,0.7237566813850801,1,9,0.1
Diseases of the circulatory system,9,0.2945643003495239,05-10-2023-21-22-35,0.005128205128205128,0.2222222222222222,0.010025062656641603,0.3208140605382647,0.6568053296149973,2,9,0.02
Diseases of the circulatory system,9,0.2945643003495239,05-09-2023-09-39-03,0.5871794871794872,0.5948051948051948,0.590967741935484,0.589010842624995,0.847143465799055,3,9,1.0
Diseases of the circulatory system,9,0.2945643003495239,05-09-2023-13-43-19,0.8,0.7918781725888325,0.7959183673469389,0.8939944097080101,0.9481698814780385,4,9,1.0
Diseases of the circulatory system,9,0.2945643003495239,05-10-2023-21-40-21,0.0,0.0,0.0,0.16502298399848392,0.3171605081725928,3,9,0.02
Diseases of the circulatory system,9,0.2945643003495239,05-08-2023-21-43-21,0.20256410256410257,0.6030534351145038,0.3032629558541267,0.4812528673419447,0.7781722054380665,0,9,1.0
Diseases of the circulatory system,9,0.2945643003495239,05-09-2023-19-37-10,0.5153846153846153,0.7256317689530686,0.6026986506746626,0.6930798738513662,0.8757514137423504,1,9,0.5
Diseases of the circulatory system,9,0.2945643003495239,05-09-2023-17-05-00,0.06153846153846154,0.5454545454545454,0.11059907834101383,0.4748468558080703,0.780813773336432,0,9,0.5
Diseases of the circulatory system,9,0.2945643003495239,05-09-2023-21-59-35,0.11025641025641025,0.6231884057971014,0.18736383442265797,0.49850030790703115,0.7945096444341158,2,9,0.5
Diseases of the circulatory system,9,0.2945643003495239,05-10-2023-20-19-19,0.017948717948717947,0.30434782608695654,0.033898305084745756,0.35048500161346974,0.6771002788752034,4,9,0.1
