icd10 chapter,target,prevalence,time_stamp,recall,precision,f1-score,pr_auc,roc_auc,random_seed,target_label,training_percentage
Neoplasms,2,0.1716282993853199,05-03-2023-23-51-03,0.0,0.0,0.0,0.18423223089686205,0.5956712396080641,2,2,0.5
Neoplasms,2,0.1716282993853199,05-04-2023-02-14-43,0.0,0.0,0.0,0.21071928265167947,0.6240649594470811,3,2,0.5
Neoplasms,2,0.1716282993853199,05-05-2023-00-42-56,0.0,0.0,0.0,0.1867236489463438,0.5889747335418174,4,2,0.1
Neoplasms,2,0.1716282993853199,05-04-2023-22-24-54,0.0,0.0,0.0,0.1640877993056648,0.571802835633157,0,2,0.1
Neoplasms,2,0.1716282993853199,05-04-2023-04-38-20,0.0,0.0,0.0,0.25738230288348285,0.7021637125483043,4,2,0.5
Neoplasms,2,0.1716282993853199,05-02-2023-20-39-04,0.42023346303501946,0.5118483412322274,0.4615384615384615,0.4678553183708968,0.8239760287782849,1,2,1.0
Neoplasms,2,0.1716282993853199,05-04-2023-22-57-47,0.0,0.0,0.0,0.17357047317227745,0.5896824400652692,1,2,0.1
Neoplasms,2,0.1716282993853199,05-04-2023-23-31-04,0.0,0.0,0.0,0.16483094632264406,0.5726494128706446,2,2,0.1
Neoplasms,2,0.1716282993853199,05-03-2023-09-50-07,0.0,0.0,0.0,0.2023541522622053,0.6012167211022061,4,2,1.0
Neoplasms,2,0.1716282993853199,05-03-2023-18-52-50,0.0,0.0,0.0,0.19973096971525073,0.5998573904590478,0,2,0.5
Neoplasms,2,0.1716282993853199,05-03-2023-01-21-55,0.0,0.0,0.0,0.19143199853780085,0.6065285259140765,2,2,1.0
Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,3,0.0971435458599493,05-03-2023-02-54-23,0.0,0.0,0.0,0.13613563547228283,0.5790737536255007,2,3,1.0
Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,3,0.0971435458599493,05-04-2023-22-33-37,0.0,0.0,0.0,0.09621534848906975,0.5079996236433776,0,3,0.1
Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,3,0.0971435458599493,05-03-2023-19-49-37,0.0,0.0,0.0,0.15035704899095442,0.6252265298692161,0,3,0.5
Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,3,0.0971435458599493,05-02-2023-17-48-00,0.0,0.0,0.0,0.14313841516877487,0.5993274670790226,0,3,1.0
Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,3,0.0971435458599493,05-05-2023-00-52-30,0.0,0.0,0.0,0.09616746893653452,0.5028329017504674,4,3,0.1
Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,3,0.0971435458599493,05-05-2023-00-21-04,0.0,0.0,0.0,0.10721946673629074,0.5621786139440129,3,3,0.1
Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,3,0.0971435458599493,05-04-2023-05-27-58,0.0,0.0,0.0,0.11409408958661808,0.5434712353087965,4,3,0.5
Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,3,0.0971435458599493,05-04-2023-23-08-34,0.0,0.0,0.0,0.1179682938229489,0.5532953704044605,1,3,0.1
Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,3,0.0971435458599493,05-03-2023-07-05-30,0.0,0.0,0.0,0.1453683623455882,0.6241342774975557,3,3,1.0
Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,3,0.0971435458599493,05-04-2023-03-11-42,0.0,0.0,0.0,0.13991559468345283,0.6198082217558673,3,3,0.5
Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,3,0.0971435458599493,05-03-2023-22-14-31,0.0,0.0,0.0,0.13973001380309039,0.6153144418672197,1,3,0.5
Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,3,0.0971435458599493,05-02-2023-22-28-08,0.0,0.0,0.0,0.1378728528171813,0.6177730324116687,1,3,1.0
Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,3,0.0971435458599493,05-04-2023-23-42-23,0.0,0.0,0.0,0.1393452674880268,0.5989183837937566,2,3,0.1
Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,3,0.0971435458599493,05-04-2023-00-41-26,0.0,0.0,0.0,0.14341692210074514,0.6223506743737958,2,3,0.5
Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,3,0.0971435458599493,05-03-2023-11-20-12,0.0,0.0,0.0,0.12974010881472264,0.5780183187495141,4,3,1.0
"Endocrine, nutritional and metabolic diseases",4,0.2811859708328311,05-03-2023-18-41-54,0.24891774891774893,0.44573643410852715,0.3194444444444445,0.4200329814825816,0.712660608826743,0,4,0.5
"Endocrine, nutritional and metabolic diseases",4,0.2811859708328311,05-04-2023-02-04-27,0.16017316017316016,0.4900662251655629,0.24143556280587278,0.4393279294112126,0.724618964634939,3,4,0.5
"Endocrine, nutritional and metabolic diseases",4,0.2811859708328311,05-02-2023-15-53-19,0.7813852813852814,0.907035175879397,0.8395348837209302,0.9007206954720683,0.937952090508001,0,4,1.0
"Endocrine, nutritional and metabolic diseases",4,0.2811859708328311,05-04-2023-22-54-25,0.012987012987012988,0.2727272727272727,0.024793388429752067,0.337697756807219,0.5973801225398669,1,4,0.1
"Endocrine, nutritional and metabolic diseases",4,0.2811859708328311,05-05-2023-00-40-12,0.06493506493506493,0.39473684210526316,0.11152416356877322,0.3378888623768316,0.5863190324052944,4,4,0.1
"Endocrine, nutritional and metabolic diseases",4,0.2811859708328311,05-05-2023-00-03-47,0.025974025974025976,0.36363636363636365,0.04848484848484849,0.34182000134728335,0.58896069319392,3,4,0.1
"Endocrine, nutritional and metabolic diseases",4,0.2811859708328311,05-03-2023-00-54-21,0.7705627705627706,0.9151670951156813,0.8366627497062279,0.9064902643879752,0.9402531706844804,2,4,1.0
"Endocrine, nutritional and metabolic diseases",4,0.2811859708328311,05-02-2023-20-12-50,0.12554112554112554,0.5272727272727272,0.20279720279720279,0.4547532499441015,0.7326286599449539,1,4,1.0
"Endocrine, nutritional and metabolic diseases",4,0.2811859708328311,05-04-2023-22-23-17,0.032467532467532464,0.36585365853658536,0.059642147117296214,0.3332690372001107,0.5852419678298273,0,4,0.1
"Endocrine, nutritional and metabolic diseases",4,0.2811859708328311,05-04-2023-23-28-53,0.021645021645021644,0.37037037037037035,0.04089979550102249,0.3080540696875692,0.5396560308700884,2,4,0.1
"Endocrine, nutritional and metabolic diseases",4,0.2811859708328311,05-03-2023-09-25-06,0.7748917748917749,0.8994974874371859,0.8325581395348837,0.9094102661364467,0.9417295962823119,4,4,1.0
"Endocrine, nutritional and metabolic diseases",4,0.2811859708328311,05-03-2023-23-36-25,0.021645021645021644,0.625,0.04184100418410042,0.4037398247610193,0.6553427935217073,2,4,0.5
"Endocrine, nutritional and metabolic diseases",4,0.2811859708328311,05-03-2023-04-57-01,0.04112554112554113,0.48717948717948717,0.07584830339321356,0.4024588433452999,0.6837475623418116,3,4,1.0
"Endocrine, nutritional and metabolic diseases",4,0.2811859708328311,05-04-2023-04-27-17,0.0,0.0,0.0,0.3683157202624396,0.6335404478375724,4,4,0.5
"Endocrine, nutritional and metabolic diseases",4,0.2811859708328311,05-03-2023-21-10-23,0.2878787878787879,0.5588235294117647,0.38000000000000006,0.47089914780202646,0.7186544818333955,1,4,0.5
"Mental, Behavioral and Neurodevelopmental disorders",5,0.16813306014222,05-05-2023-00-43-45,0.0,0.0,0.0,0.10945826647864658,0.5169259732878659,4,5,0.1
"Mental, Behavioral and Neurodevelopmental disorders",5,0.16813306014222,05-03-2023-01-29-29,0.09782608695652174,0.32142857142857145,0.15000000000000002,0.2708153204740099,0.7756926683716966,2,5,1.0
"Mental, Behavioral and Neurodevelopmental disorders",5,0.16813306014222,05-03-2023-18-57-37,0.0,0.0,0.0,0.1514844423028899,0.6186345552713839,0,5,0.5
"Mental, Behavioral and Neurodevelopmental disorders",5,0.16813306014222,05-03-2023-05-40-33,0.41847826086956524,0.7623762376237624,0.5403508771929826,0.6678343542537883,0.9086601307189542,3,5,1.0
"Mental, Behavioral and Neurodevelopmental disorders",5,0.16813306014222,05-04-2023-02-21-44,0.0,0.0,0.0,0.15851027112294963,0.6480924978687127,3,5,0.5
"Mental, Behavioral and Neurodevelopmental disorders",5,0.16813306014222,05-04-2023-22-25-42,0.0,0.0,0.0,0.12012815439765856,0.5429205740267121,0,5,0.1
"Mental, Behavioral and Neurodevelopmental disorders",5,0.16813306014222,05-02-2023-20-53-30,0.31521739130434784,0.5631067961165048,0.4041811846689895,0.4906353175917011,0.8553566354077864,1,5,1.0
"Mental, Behavioral and Neurodevelopmental disorders",5,0.16813306014222,05-04-2023-04-41-40,0.0,0.0,0.0,0.18806104579329094,0.7001420858198352,4,5,0.5
"Mental, Behavioral and Neurodevelopmental disorders",5,0.16813306014222,05-02-2023-16-15-52,0.0,0.0,0.0,0.13906128577359564,0.5737567490764421,0,5,1.0
"Mental, Behavioral and Neurodevelopmental disorders",5,0.16813306014222,05-04-2023-23-32-02,0.0,0.0,0.0,0.14039841831642036,0.5946486928104575,2,5,0.1
"Mental, Behavioral and Neurodevelopmental disorders",5,0.16813306014222,05-03-2023-23-55-06,0.02717391304347826,0.45454545454545453,0.05128205128205128,0.20398279538664238,0.7217959647627166,2,5,0.5
"Mental, Behavioral and Neurodevelopmental disorders",5,0.16813306014222,05-05-2023-00-10-10,0.0,0.0,0.0,0.1344558620012019,0.5668726911054277,3,5,0.1
"Mental, Behavioral and Neurodevelopmental disorders",5,0.16813306014222,05-03-2023-21-25-26,0.0,0.0,0.0,0.16441264949776255,0.6628729752770673,1,5,0.5
"Mental, Behavioral and Neurodevelopmental disorders",5,0.16813306014222,05-04-2023-22-58-34,0.0,0.0,0.0,0.09293760705137513,0.3942774936061381,1,5,0.1
"Mental, Behavioral and Neurodevelopmental disorders",5,0.16813306014222,05-03-2023-09-59-02,0.10326086956521739,0.3064516129032258,0.15447154471544716,0.26992453229672136,0.7750284171639671,4,5,1.0
Diseases of the nervous system,6,0.1628299385319995,05-03-2023-05-49-34,0.0,0.0,0.0,0.12144415101439496,0.5394671864847305,3,6,1.0
Diseases of the nervous system,6,0.1628299385319995,05-03-2023-19-05-16,0.0,0.0,0.0,0.11002827669682044,0.527570778798849,0,6,0.5
Diseases of the nervous system,6,0.1628299385319995,05-04-2023-04-47-50,0.0,0.0,0.0,0.10591485950786408,0.5108029332590737,4,6,0.5
Diseases of the nervous system,6,0.1628299385319995,05-03-2023-21-33-03,0.0,0.0,0.0,0.12972198484684594,0.5685138772858072,1,6,0.5
Diseases of the nervous system,6,0.1628299385319995,05-03-2023-01-44-01,0.28,0.6533333333333333,0.392,0.4400594831976864,0.8363501345957486,2,6,1.0
Diseases of the nervous system,6,0.1628299385319995,05-03-2023-10-06-33,0.0,0.0,0.0,0.13698843208521952,0.6002710479903463,4,6,1.0
Diseases of the nervous system,6,0.1628299385319995,05-04-2023-22-26-31,0.0,0.0,0.0,0.09541932000145734,0.48228348649401276,0,6,0.1
Diseases of the nervous system,6,0.1628299385319995,05-02-2023-16-30-29,0.0,0.0,0.0,0.1245581204376004,0.5403620161514899,0,6,1.0
Diseases of the nervous system,6,0.1628299385319995,05-05-2023-00-44-44,0.0,0.0,0.0,0.10223344279548234,0.47044277360066833,4,6,0.1
Diseases of the nervous system,6,0.1628299385319995,05-04-2023-02-29-22,0.0,0.0,0.0,0.1287316289556144,0.5859797642253782,3,6,0.5
Diseases of the nervous system,6,0.1628299385319995,05-04-2023-00-01-16,0.0,0.0,0.0,0.1704875475426929,0.6820012995451591,2,6,0.5
Diseases of the nervous system,6,0.1628299385319995,05-04-2023-22-59-50,0.0,0.0,0.0,0.1304244616500876,0.5489650051053561,1,6,0.1
Diseases of the nervous system,6,0.1628299385319995,05-05-2023-00-10-59,0.0,0.0,0.0,0.08930348249209444,0.41600297038893536,3,6,0.1
Diseases of the nervous system,6,0.1628299385319995,05-02-2023-21-07-59,0.0,0.0,0.0,0.18485446290019525,0.7132720690615426,1,6,1.0
Diseases of the nervous system,6,0.1628299385319995,05-04-2023-23-34-06,0.0,0.0,0.0,0.10880867086731147,0.495494291283765,2,6,0.1
Diseases of the eye and adnexa,7,0.0419428709171989,05-04-2023-23-51-44,0.0,0.0,0.0,0.38464338832771694,0.7812325542506529,2,7,0.1
Diseases of the eye and adnexa,7,0.0419428709171989,05-03-2023-12-23-36,0.0,0.0,0.0,0.4922974063021509,0.8264390733332476,4,7,1.0
Diseases of the eye and adnexa,7,0.0419428709171989,05-03-2023-22-52-41,0.0,0.0,0.0,0.5091424472013444,0.8395518452296729,1,7,0.5
Diseases of the eye and adnexa,7,0.0419428709171989,05-05-2023-00-30-24,0.0,0.0,0.0,0.36111942502327415,0.7339190388598037,3,7,0.1
Diseases of the eye and adnexa,7,0.0419428709171989,05-02-2023-18-59-10,0.0,0.0,0.0,0.5197909865480687,0.8381587579269626,0,7,1.0
Diseases of the eye and adnexa,7,0.0419428709171989,05-04-2023-06-02-34,0.0,0.0,0.0,0.5112314855815703,0.8386154024260041,4,7,0.5
Diseases of the eye and adnexa,7,0.0419428709171989,05-03-2023-08-06-55,0.0,0.0,0.0,0.5064505832304165,0.8325336694922885,3,7,1.0
Diseases of the eye and adnexa,7,0.0419428709171989,05-04-2023-03-44-01,0.0,0.0,0.0,0.5017864378908415,0.8323780244658545,3,7,0.5
Diseases of the eye and adnexa,7,0.0419428709171989,05-04-2023-22-42-17,0.0,0.0,0.0,0.48890710996480824,0.825525784335164,0,7,0.1
Diseases of the eye and adnexa,7,0.0419428709171989,05-03-2023-20-27-34,0.0,0.0,0.0,0.4000400769618351,0.7892913649168393,0,7,0.5
Diseases of the eye and adnexa,7,0.0419428709171989,05-02-2023-23-39-12,0.0,0.0,0.0,0.516710517219769,0.8390424615067982,1,7,1.0
Diseases of the eye and adnexa,7,0.0419428709171989,05-03-2023-03-51-32,0.0,0.0,0.0,0.5200912695901277,0.8382140697958606,2,7,1.0
Diseases of the eye and adnexa,7,0.0419428709171989,05-04-2023-01-19-38,0.0,0.0,0.0,0.5280001495864735,0.840341647264635,2,7,0.5
Diseases of the eye and adnexa,7,0.0419428709171989,05-04-2023-23-17-45,0.0,0.0,0.0,0.47885901037327944,0.8349416652731506,1,7,0.1
Diseases of the eye and adnexa,7,0.0419428709171989,05-05-2023-01-01-38,0.0,0.0,0.0,0.4395393868373594,0.8215999279659383,4,7,0.1
Diseases of the ear and mastoid process,8,0.0132578040255514,05-03-2023-13-07-27,0.0,0.0,0.0,0.009619815511113034,0.5422149866594311,4,8,1.0
Diseases of the ear and mastoid process,8,0.0132578040255514,05-04-2023-06-25-30,0.0,0.0,0.0,0.007258898879641793,0.49509338398227287,4,8,0.5
Diseases of the ear and mastoid process,8,0.0132578040255514,05-03-2023-04-28-05,0.0,0.0,0.0,0.009595413488169068,0.5474155474155473,2,8,1.0
Diseases of the ear and mastoid process,8,0.0132578040255514,05-03-2023-23-15-33,0.0,0.0,0.0,0.007759329707789843,0.5185863519196853,1,8,0.5
Diseases of the ear and mastoid process,8,0.0132578040255514,05-03-2023-08-49-09,0.0,0.0,0.0,0.0068651415549260235,0.47894903450459003,3,8,1.0
Diseases of the ear and mastoid process,8,0.0132578040255514,05-04-2023-22-47-36,0.0,0.0,0.0,0.007014384439438382,0.4909781576448244,0,8,0.1
Diseases of the ear and mastoid process,8,0.0132578040255514,05-02-2023-19-36-55,0.0,0.0,0.0,0.007406418523639813,0.5046805046805046,0,8,1.0
Diseases of the ear and mastoid process,8,0.0132578040255514,05-04-2023-23-24-02,0.0,0.0,0.0,0.004427161041273839,0.22190566635011083,1,8,0.1
Diseases of the ear and mastoid process,8,0.0132578040255514,05-05-2023-01-07-53,0.0,0.0,0.0,0.005209118182588441,0.3410663410663411,4,8,0.1
Diseases of the ear and mastoid process,8,0.0132578040255514,05-03-2023-00-17-00,0.0,0.0,0.0,0.007237315891800073,0.49925383258716594,1,8,1.0
Diseases of the ear and mastoid process,8,0.0132578040255514,05-05-2023-00-34-54,0.0,0.0,0.0,0.0054731080695549625,0.27382082937638497,3,8,0.1
Diseases of the ear and mastoid process,8,0.0132578040255514,05-04-2023-04-06-54,0.0,0.0,0.0,0.0063319416508198015,0.3336951114728893,3,8,0.5
Diseases of the ear and mastoid process,8,0.0132578040255514,05-03-2023-20-49-44,0.0,0.0,0.0,0.008601966763311274,0.525120969565414,0,8,0.5
Diseases of the ear and mastoid process,8,0.0132578040255514,05-04-2023-01-38-18,0.0,0.0,0.0,0.006795191893608573,0.47781847781847786,2,8,0.5
Diseases of the ear and mastoid process,8,0.0132578040255514,05-04-2023-23-56-47,0.0,0.0,0.0,0.008048703397931473,0.5121421788088455,2,8,0.1
Diseases of the circulatory system,9,0.2945643003495239,05-03-2023-18-36-27,0.2205128205128205,0.6142857142857143,0.32452830188679244,0.47592167540776886,0.7822410721202262,0,9,0.5
Diseases of the circulatory system,9,0.2945643003495239,05-04-2023-04-19-39,0.5615384615384615,0.538083538083538,0.5495608531994981,0.5404118749315449,0.8151270431481913,4,9,0.5
Diseases of the circulatory system,9,0.2945643003495239,05-05-2023-00-01-52,0.04358974358974359,0.3695652173913043,0.07798165137614678,0.3967983435659496,0.7305387713997986,3,9,0.1
Diseases of the circulatory system,9,0.2945643003495239,05-03-2023-04-49-32,0.0,0.0,0.0,0.46215482481524234,0.7727767449066543,3,9,1.0
Diseases of the circulatory system,9,0.2945643003495239,05-02-2023-20-05-16,0.47435897435897434,0.6085526315789473,0.5331412103746397,0.5707547824771992,0.8396874273762491,1,9,1.0
Diseases of the circulatory system,9,0.2945643003495239,05-04-2023-22-52-18,0.06923076923076923,0.4090909090909091,0.11842105263157895,0.40765165173014106,0.7406015183205515,1,9,0.1
Diseases of the circulatory system,9,0.2945643003495239,05-04-2023-22-21-12,0.19230769230769232,0.47770700636942676,0.2742230347349177,0.40480019415755514,0.7375048415833915,0,9,0.1
Diseases of the circulatory system,9,0.2945643003495239,05-03-2023-09-10-37,0.3564102564102564,0.547244094488189,0.4316770186335404,0.4820286706102921,0.7783048648229918,4,9,1.0
Diseases of the circulatory system,9,0.2945643003495239,05-02-2023-15-40-06,0.2153846153846154,0.60431654676259,0.3175803402646503,0.4823916896380801,0.7814364009605701,0,9,1.0
Diseases of the circulatory system,9,0.2945643003495239,05-05-2023-00-39-13,0.010256410256410256,0.4444444444444444,0.020050125313283207,0.4303133417781048,0.7296440467890619,4,9,0.1
Diseases of the circulatory system,9,0.2945643003495239,05-03-2023-23-31-39,0.4256410256410256,0.6194029850746269,0.5045592705167173,0.5596612816777528,0.8240220001549307,2,9,0.5
Diseases of the circulatory system,9,0.2945643003495239,05-03-2023-00-41-13,0.17435897435897435,0.68,0.27755102040816326,0.5266670590925545,0.8106979626617088,2,9,1.0
Diseases of the circulatory system,9,0.2945643003495239,05-03-2023-21-02-50,0.6256410256410256,0.6777777777777778,0.6506666666666667,0.6452619122238994,0.8657273994887289,1,9,0.5
Diseases of the circulatory system,9,0.2945643003495239,05-04-2023-01-56-50,0.08717948717948718,0.5666666666666667,0.15111111111111108,0.48077002034195315,0.7822100859865211,3,9,0.5
Diseases of the circulatory system,9,0.2945643003495239,05-04-2023-23-28-05,0.041025641025641026,0.36363636363636365,0.07373271889400922,0.36132390686023125,0.6818188860484933,2,9,0.1
Diseases of the respiratory system,10,0.1170302518982764,05-02-2023-17-08-34,0.0,0.0,0.0,0.19573822554778098,0.7012826893493801,0,10,1.0
Diseases of the respiratory system,10,0.1170302518982764,05-04-2023-22-29-16,0.0,0.0,0.0,0.10857235901772216,0.5306420233463035,0,10,0.1
Diseases of the respiratory system,10,0.1170302518982764,05-03-2023-19-27-25,0.0,0.0,0.0,0.15685603573205675,0.6159812083371038,0,10,0.5
Diseases of the respiratory system,10,0.1170302518982764,05-03-2023-10-46-13,0.0,0.0,0.0,0.17182654859405316,0.6671794407745905,4,10,1.0
Diseases of the respiratory system,10,0.1170302518982764,05-03-2023-02-20-38,0.0,0.0,0.0,0.16648558421904383,0.6249547552257715,2,10,1.0
Diseases of the respiratory system,10,0.1170302518982764,05-04-2023-23-38-00,0.0,0.0,0.0,0.13041925139376268,0.5625226223871143,2,10,0.1
Diseases of the respiratory system,10,0.1170302518982764,05-04-2023-23-03-15,0.0,0.0,0.0,0.07505117404255894,0.3543005157904262,1,10,0.1
Diseases of the respiratory system,10,0.1170302518982764,05-04-2023-02-48-48,0.0,0.0,0.0,0.23303381698842107,0.7646329140650922,3,10,0.5
Diseases of the respiratory system,10,0.1170302518982764,05-03-2023-21-55-56,0.0,0.0,0.0,0.19639302972112377,0.708033586704069,1,10,0.5
Diseases of the respiratory system,10,0.1170302518982764,05-02-2023-21-45-59,0.0,0.0,0.0,0.1755270907324833,0.6818312068289446,1,10,1.0
Diseases of the respiratory system,10,0.1170302518982764,05-04-2023-00-21-24,0.0,0.0,0.0,0.2431743748382644,0.74665942750279,2,10,0.5
Diseases of the respiratory system,10,0.1170302518982764,05-03-2023-06-31-44,0.0,0.0,0.0,0.176856980190401,0.6870984526287214,3,10,1.0
Diseases of the respiratory system,10,0.1170302518982764,05-05-2023-00-16-14,0.0,0.0,0.0,0.1153506347023574,0.5317599463095346,3,10,0.1
Diseases of the respiratory system,10,0.1170302518982764,05-04-2023-05-06-34,0.0,0.0,0.0,0.1467030241523609,0.5755776249509849,4,10,0.5
Diseases of the respiratory system,10,0.1170302518982764,05-05-2023-00-49-43,0.0,0.0,0.0,0.11315774680806802,0.5208917745000452,4,10,0.1
Diseases of the digestive system,11,0.1602989032180306,05-03-2023-10-16-52,0.0,0.0,0.0,0.19116640462371146,0.642410216118968,4,11,1.0
Diseases of the digestive system,11,0.1602989032180306,05-04-2023-02-37-01,0.0,0.0,0.0,0.18726408657767096,0.6347242148892078,3,11,0.5
Diseases of the digestive system,11,0.1602989032180306,05-02-2023-16-39-23,0.0,0.0,0.0,0.17011341966548582,0.5844036801712555,0,11,1.0
Diseases of the digestive system,11,0.1602989032180306,05-03-2023-19-12-52,0.0,0.0,0.0,0.18064281199883403,0.6076154038851314,0,11,0.5
Diseases of the digestive system,11,0.1602989032180306,05-03-2023-21-40-42,0.0,0.0,0.0,0.18249913217143166,0.6273200337045388,1,11,0.5
Diseases of the digestive system,11,0.1602989032180306,05-04-2023-04-55-28,0.0,0.0,0.0,0.1831677202530977,0.630357427523855,4,11,0.5
Diseases of the digestive system,11,0.1602989032180306,05-04-2023-22-27-20,0.0,0.0,0.0,0.12088175357901741,0.45372457926259935,0,11,0.1
Diseases of the digestive system,11,0.1602989032180306,05-05-2023-00-12-45,0.0,0.0,0.0,0.1664643919643712,0.5285221812302157,3,11,0.1
Diseases of the digestive system,11,0.1602989032180306,05-04-2023-23-01-37,0.01680672268907563,0.4444444444444444,0.032388663967611336,0.15197332896934077,0.5246080139372822,1,11,0.1
Diseases of the digestive system,11,0.1602989032180306,05-05-2023-00-46-50,0.0,0.0,0.0,0.15451966705126782,0.5404255198014165,4,11,0.1
Diseases of the digestive system,11,0.1602989032180306,05-04-2023-00-08-59,0.0,0.0,0.0,0.18798064116203766,0.6369887385848648,2,11,0.5
Diseases of the digestive system,11,0.1602989032180306,05-03-2023-06-02-41,0.0,0.0,0.0,0.191926183573248,0.6432926829268293,3,11,1.0
Diseases of the digestive system,11,0.1602989032180306,05-02-2023-21-16-50,0.0,0.0,0.0,0.17347082259141505,0.6007278927831295,1,11,1.0
Diseases of the digestive system,11,0.1602989032180306,05-04-2023-23-35-18,0.0,0.0,0.0,0.15447747625498606,0.534695178884562,2,11,0.1
Diseases of the digestive system,11,0.1602989032180306,05-03-2023-01-54-20,0.0,0.0,0.0,0.1681775274398268,0.6056625902393478,2,11,1.0
Diseases of the skin and subcutaneous tissue,12,0.0453175846691575,05-04-2023-23-47-35,0.0,0.0,0.0,0.04317023433331308,0.46966283435915296,2,12,0.1
Diseases of the skin and subcutaneous tissue,12,0.0453175846691575,05-03-2023-20-12-24,0.0,0.0,0.0,0.05184635380882167,0.49638834049471603,0,12,0.5
Diseases of the skin and subcutaneous tissue,12,0.0453175846691575,05-03-2023-03-23-56,0.0,0.0,0.0,0.061998309917309924,0.5552897456741378,2,12,1.0
Diseases of the skin and subcutaneous tissue,12,0.0453175846691575,05-04-2023-22-38-27,0.0,0.0,0.0,0.052063948807750976,0.4867417644098634,0,12,0.1
Diseases of the skin and subcutaneous tissue,12,0.0453175846691575,05-04-2023-01-04-23,0.0,0.0,0.0,0.05632792164283398,0.5067239577284868,2,12,0.5
Diseases of the skin and subcutaneous tissue,12,0.0453175846691575,05-04-2023-03-29-35,0.0,0.0,0.0,0.06271255818957883,0.5884914644059923,3,12,0.5
Diseases of the skin and subcutaneous tissue,12,0.0453175846691575,05-02-2023-23-11-45,0.0,0.0,0.0,0.0617329433528641,0.5341772151898734,1,12,1.0
