care_site_id,care_site_type_source_value,Unité Fonctionnelle (UF),UM (UMA PMSI),Service/Département,hospital_name,hospital_id
19107727446,Unité de consultation (UC),8312005011.0,,8312019543.0,HOPITAL TENON,8312019560
8312019095,Unité de consultation (UC),15221243382.0,,8312019536.0,HOPITAL TENON,8312019560
8312074951,Unité d’hébergement (UH),15221243383.0,8312019484.0,8312019536.0,HOPITAL TENON,8312019560
14161358388,Unité de consultation (UC),8312005183.0,,,HOPITAL TENON,8312019560
17424719086,Unité de consultation (UC),8312004750.0,,8312019514.0,HOPITAL TENON,8312019560
19107727437,Unité de consultation (UC),8312004747.0,,8312019543.0,HOPITAL TENON,8312019560
8312019689,Unité de consultation (UC),8312019678.0,,8312019537.0,HOPITAL TENON,8312019560
8312039694,Unité d’hébergement (UH),8312019563.0,8312019394.0,8312019509.0,HOPITAL TENON,8312019560
8312004799,Unité d’hébergement (UH),8312004788.0,8312019437.0,8312019514.0,HOPITAL TENON,8312019560
8312019201,Unité d’hébergement (UH),8312019194.0,8312019498.0,8312019542.0,HOPITAL TENON,8312019560
8312004795,Unité d’hébergement (UH),8312004788.0,8312019437.0,8312019514.0,HOPITAL TENON,8312019560
9937579929,Unité d’hébergement (UH),8312004670.0,8312019475.0,8312019527.0,HOPITAL TENON,8312019560
16259310647,Unité Fonctionnelle (UF),16259310647.0,,16343795604.0,HOPITAL TENON,8312019560
8312046154,Unité de consultation (UC),8312004667.0,,8312019509.0,HOPITAL TENON,8312019560
8312064214,Unité de consultation (UC),8312064213.0,,8312064206.0,HOPITAL TENON,8312019560
8312019282,Unité de consultation (UC),8312019274.0,,8312019548.0,HOPITAL TENON,8312019560
8312004683,Unité d’hébergement (UH),15221243384.0,8312019431.0,8312019536.0,HOPITAL TENON,8312019560
8312075645,Unité de consultation (UC),8312064213.0,,8312064206.0,HOPITAL TENON,8312019560
8312012398,Unité d’hébergement (UH),8312019678.0,8312019483.0,8312019537.0,HOPITAL TENON,8312019560
8312005836,Unité de consultation (UC),8312019295.0,,8312019542.0,HOPITAL TENON,8312019560
8312005132,Unité Fonctionnelle (UF),8312005132.0,,8312019534.0,HOPITAL TENON,8312019560
8312019283,Unité de consultation (UC),8312019274.0,,8312019548.0,HOPITAL TENON,8312019560
8312005834,Unité d’hébergement (UH),15221243383.0,8312019484.0,8312019536.0,HOPITAL TENON,8312019560
9833960611,Unité d’hébergement (UH),8312003054.0,8424908809.0,8312019557.0,HOPITAL TENON,8312019560
8312019714,Unité d’hébergement (UH),8312019710.0,8312019465.0,8312019541.0,HOPITAL TENON,8312019560
9937579920,Unité d’hébergement (UH),8312004670.0,8312048406.0,8312019527.0,HOPITAL TENON,8312019560
15611334274,Unité de consultation (UC),8312005143.0,,,HOPITAL TENON,8312019560
8312074392,Unité de consultation (UC),8312004689.0,,8312019518.0,HOPITAL TENON,8312019560
8312019086,Unité Fonctionnelle (UF),8312019086.0,,8312019546.0,HOPITAL TENON,8312019560
8312019642,Unité d’hébergement (UH),8312019639.0,8312019485.0,8312019540.0,HOPITAL TENON,8312019560
16209028734,Unité de consultation (UC),8312019295.0,,8312019542.0,HOPITAL TENON,8312019560
8312017570,Unité Fonctionnelle (UF),8312017570.0,,,HOPITAL TENON,8312019560
8312017574,Unité de consultation (UC),8312017570.0,,,HOPITAL TENON,8312019560
8312019197,Unité d’hébergement (UH),8312019194.0,8312019499.0,8312019542.0,HOPITAL TENON,8312019560
8312084670,Unité de consultation (UC),8312005014.0,,8312019476.0,HOPITAL TENON,8312019560
8312074807,Unité d’hébergement (UH),8312005125.0,8312088203.0,8312019533.0,HOPITAL TENON,8312019560
8312019679,Unité d’hébergement (UH),8312019678.0,8312019481.0,8312019537.0,HOPITAL TENON,8312019560
19107727447,Unité de consultation (UC),8312005011.0,,8312019543.0,HOPITAL TENON,8312019560
8312019645,Unité de consultation (UC),8312019639.0,,8312019540.0,HOPITAL TENON,8312019560
8312004681,Unité d’hébergement (UH),15221243384.0,8312019430.0,8312019536.0,HOPITAL TENON,8312019560
8312005084,Unité Fonctionnelle (UF),8312005084.0,,8312019545.0,HOPITAL TENON,8312019560
8312005122,Unité de consultation (UC),8350834789.0,,8312019522.0,HOPITAL TENON,8312019560
19042867006,Unité de consultation (UC),8312005149.0,,,HOPITAL TENON,8312019560
8312019093,Unité de consultation (UC),8312004689.0,,8312019518.0,HOPITAL TENON,8312019560
8613384925,Unité de consultation (UC),8312064213.0,,8312064206.0,HOPITAL TENON,8312019560
8312019118,Unité de consultation (UC),8312004689.0,,8312019518.0,HOPITAL TENON,8312019560
8312081372,Unité d’hébergement (UH),8312004689.0,8312019456.0,8312019518.0,HOPITAL TENON,8312019560
8312004732,Unité de consultation (UC),8312004716.0,,8312019549.0,HOPITAL TENON,8312019560
8350834787,Unité Fonctionnelle (UF),8350834787.0,,,HOPITAL TENON,8312019560
8312019688,Unité de consultation (UC),8312019678.0,,8312019537.0,HOPITAL TENON,8312019560
8312019217,Unité de consultation (UC),8312019203.0,,8312019544.0,HOPITAL TENON,8312019560
18538251911,Unité Fonctionnelle (UF),18538251911.0,,,HOPITAL TENON,8312019560
8312005125,Unité Fonctionnelle (UF),8312005125.0,,8312019533.0,HOPITAL TENON,8312019560
8312017057,Unité de consultation (UC),8312004689.0,,8312019518.0,HOPITAL TENON,8312019560
8312005155,Unité de consultation (UC),8312005149.0,,,HOPITAL TENON,8312019560
8350834783,Unité Fonctionnelle (UF),8350834783.0,,,HOPITAL TENON,8312019560
16259310648,Unité Fonctionnelle (UF),16259310648.0,,16259310646.0,HOPITAL TENON,8312019560
16378705522,Unité de consultation (UC),8312019203.0,,8312019544.0,HOPITAL TENON,8312019560
8312019299,Unité de consultation (UC),8312019295.0,,8312019542.0,HOPITAL TENON,8312019560
8312019295,Unité Fonctionnelle (UF),8312019295.0,,8312019542.0,HOPITAL TENON,8312019560
8312019578,Unité d’hébergement (UH),8312019563.0,8312019394.0,8312019509.0,HOPITAL TENON,8312019560
8312004700,Unité d’hébergement (UH),8312004689.0,8312019458.0,8312019518.0,HOPITAL TENON,8312019560
8312079289,Unité de consultation (UC),15221243382.0,,8312019536.0,HOPITAL TENON,8312019560
8312005151,Unité de consultation (UC),8312005149.0,,,HOPITAL TENON,8312019560
8312019612,Unité de consultation (UC),8312019600.0,,8312019516.0,HOPITAL TENON,8312019560
14913010618,Unité Fonctionnelle (UF),14913010618.0,,8312019534.0,HOPITAL TENON,8312019560
8312019626,Unité de consultation (UC),8312019613.0,,8312019557.0,HOPITAL TENON,8312019560
14640133530,Unité de consultation (UC),8312021315.0,,8312021314.0,HOPITAL TENON,8312019560
8312019288,Unité Fonctionnelle (UF),8312019288.0,,8312019552.0,HOPITAL TENON,8312019560
8312004750,Unité Fonctionnelle (UF),8312004750.0,,8312019514.0,HOPITAL TENON,8312019560
19107727445,Unité de consultation (UC),8312005011.0,,8312019543.0,HOPITAL TENON,8312019560
16959788273,Unité d’hébergement (UH),16259310647.0,16959788294.0,16343795604.0,HOPITAL TENON,8312019560
8312019599,Unité de consultation (UC),8312019563.0,,8312019509.0,HOPITAL TENON,8312019560
8312012414,Unité d’hébergement (UH),8312064210.0,8312012401.0,8312019514.0,HOPITAL TENON,8312019560
8312019221,Unité de consultation (UC),8312019203.0,8312019501.0,8312019544.0,HOPITAL TENON,8312019560
20780624061,Unité de consultation (UC),17296836929.0,,17296836928.0,HOPITAL TENON,8312019560
8312019708,Unité d’hébergement (UH),8312019691.0,8312019470.0,8312019519.0,HOPITAL TENON,8312019560
8312019570,Unité d’hébergement (UH),8312019563.0,8312019394.0,8312019509.0,HOPITAL TENON,8312019560
8312005048,Unité de consultation (UC),8312005041.0,,8312019547.0,HOPITAL TENON,8312019560
8312004751,Unité d’hébergement (UH),8312004750.0,8312019444.0,8312019514.0,HOPITAL TENON,8312019560
16043669071,Unité de consultation (UC),8312019563.0,,8312019509.0,HOPITAL TENON,8312019560
8312005148,Unité de consultation (UC),8312005146.0,,,HOPITAL TENON,8312019560
8312016971,Unité d’hébergement (UH),8312005014.0,8312084938.0,8312019476.0,HOPITAL TENON,8312019560
17037255514,Unité d’hébergement (UH),15221243384.0,15501733524.0,8312019536.0,HOPITAL TENON,8312019560
8312019271,Unité de consultation (UC),8312019203.0,8312019504.0,8312019544.0,HOPITAL TENON,8312019560
18538251919,Unité Fonctionnelle (UF),18538251919.0,,,HOPITAL TENON,8312019560
8312019627,Unité de consultation (UC),8312019613.0,,8312019557.0,HOPITAL TENON,8312019560
8312019668,Unité de consultation (UC),8312019666.0,,8312019542.0,HOPITAL TENON,8312019560
8382309385,Unité Fonctionnelle (UF),8382309385.0,,,HOPITAL TENON,8312019560
8312019598,Unité de consultation (UC),8312019563.0,,8312019509.0,HOPITAL TENON,8312019560
8312005015,Unité d’hébergement (UH),8312005014.0,8312019434.0,8312019476.0,HOPITAL TENON,8312019560
8382309384,Unité Fonctionnelle (UF),8382309384.0,,,HOPITAL TENON,8312019560
8312005158,Unité de consultation (UC),8312005149.0,,,HOPITAL TENON,8312019560
8312004694,Unité d’hébergement (UH),8312004689.0,8312019459.0,8312019518.0,HOPITAL TENON,8312019560
8312005030,Unité de consultation (UC),8312005014.0,,8312019476.0,HOPITAL TENON,8312019560
8312062479,Unité de consultation (UC),8312019075.0,,8312019550.0,HOPITAL TENON,8312019560
8312004724,Unité de consultation (UC),8312004716.0,,8312019549.0,HOPITAL TENON,8312019560
8312019102,Unité de consultation (UC),15221243382.0,,8312019536.0,HOPITAL TENON,8312019560
8312086887,Unité d’hébergement (UH),8312019710.0,8312019460.0,8312019541.0,HOPITAL TENON,8312019560
8382309295,Unité Fonctionnelle (UF),8382309295.0,,,HOPITAL TENON,8312019560
8312005002,Unité Fonctionnelle (UF),8312005002.0,,8312019515.0,HOPITAL TENON,8312019560
8312019716,Unité d’hébergement (UH),8312019710.0,8312019461.0,8312019541.0,HOPITAL TENON,8312019560
8312031517,Unité Fonctionnelle (UF),8312031517.0,,,HOPITAL TENON,8312019560
8312004782,Unité de consultation (UC),8312004778.0,,8312019514.0,HOPITAL TENON,8312019560
8312019681,Unité d’hébergement (UH),8312019678.0,8312019483.0,8312019537.0,HOPITAL TENON,8312019560
8312019183,Unité de consultation (UC),8312019178.0,,8312019517.0,HOPITAL TENON,8312019560
10448860947,Unité d’hébergement (UH),8312004670.0,8312019475.0,8312019527.0,HOPITAL TENON,8312019560
14387646132,Unité d’hébergement (UH),8312005183.0,14247810589.0,,HOPITAL TENON,8312019560
8312040257,Unité Fonctionnelle (UF),8312040257.0,,,HOPITAL TENON,8312019560
8312019047,Unité d’hébergement (UH),8312019046.0,8312019477.0,8312019528.0,HOPITAL TENON,8312019560
8312019683,Unité de consultation (UC),8312019678.0,,8312019537.0,HOPITAL TENON,8312019560
8312019566,Unité d’hébergement (UH),8312019563.0,8312019394.0,8312019509.0,HOPITAL TENON,8312019560
8312005010,Unité de consultation (UC),8312005002.0,,8312019515.0,HOPITAL TENON,8312019560
15942973399,Unité de consultation (UC),15221243382.0,,8312019536.0,HOPITAL TENON,8312019560
8312076122,Unité de consultation (UC),8312019054.0,,8312019536.0,HOPITAL TENON,8312019560
8312084819,Unité d’hébergement (UH),8312005050.0,8312082905.0,8312079956.0,HOPITAL TENON,8312019560
9924111672,Unité d’hébergement (UH),8312004689.0,8312019456.0,8312019518.0,HOPITAL TENON,8312019560
8312019088,Unité de consultation (UC),8312019075.0,,8312019550.0,HOPITAL TENON,8312019560
8312080049,Unité de consultation (UC),8312004783.0,,8312019514.0,HOPITAL TENON,8312019560
8312005837,Unité de consultation (UC),8312019295.0,,8312019542.0,HOPITAL TENON,8312019560
15221243384,Unité Fonctionnelle (UF),15221243384.0,,8312019536.0,HOPITAL TENON,8312019560
8312005138,Unité Fonctionnelle (UF),8312005138.0,,,HOPITAL TENON,8312019560
8312086235,Unité de consultation (UC),15221243382.0,,8312019536.0,HOPITAL TENON,8312019560
8312087206,Unité d’hébergement (UH),8312019600.0,8312082045.0,8312019516.0,HOPITAL TENON,8312019560
8312005144,Unité de consultation (UC),8312005143.0,,,HOPITAL TENON,8312019560
8312074391,Unité de consultation (UC),8312004689.0,,8312019518.0,HOPITAL TENON,8312019560
8312005041,Unité Fonctionnelle (UF),8312005041.0,,8312019547.0,HOPITAL TENON,8312019560
8312019173,Unité Fonctionnelle (UF),8312019173.0,,8312019512.0,HOPITAL TENON,8312019560
14745796897,Unité d’hébergement (UH),8312019194.0,8312019499.0,8312019542.0,HOPITAL TENON,8312019560
8312019066,Unité d’hébergement (UH),15221243382.0,8312019480.0,8312019536.0,HOPITAL TENON,8312019560
8312042445,Unité de consultation (UC),8312019288.0,,8312019552.0,HOPITAL TENON,8312019560
8382309296,Unité Fonctionnelle (UF),8382309296.0,,,HOPITAL TENON,8312019560
8312019294,Unité de consultation (UC),8312019288.0,,8312019552.0,HOPITAL TENON,8312019560
18538251912,Unité Fonctionnelle (UF),18538251912.0,,,HOPITAL TENON,8312019560
8312004186,Unité d’hébergement (UH),8312004689.0,8312019459.0,8312019518.0,HOPITAL TENON,8312019560
18538251920,Unité Fonctionnelle (UF),18538251920.0,,,HOPITAL TENON,8312019560
8613384926,Unité de consultation (UC),8312064213.0,,8312064206.0,HOPITAL TENON,8312019560
8312019671,Unité de consultation (UC),8312019666.0,,8312019542.0,HOPITAL TENON,8312019560
15611334292,Unité d’hébergement (UH),15221243384.0,15501733524.0,8312019536.0,HOPITAL TENON,8312019560
8312085000,Unité de consultation (UC),8312019054.0,,8312019536.0,HOPITAL TENON,8312019560
8312013525,Unité d’hébergement (UH),8312005014.0,8312019434.0,8312019476.0,HOPITAL TENON,8312019560
8312019676,Unité de consultation (UC),8312019666.0,,8312019542.0,HOPITAL TENON,8312019560
20263801462,Unité Fonctionnelle (UF),20263801462.0,,,HOPITAL TENON,8312019560
8312005832,Unité d’hébergement (UH),8312019054.0,8312067717.0,8312019536.0,HOPITAL TENON,8312019560
8312005028,Unité de consultation (UC),8312005014.0,,8312019476.0,HOPITAL TENON,8312019560
18538251922,Unité Fonctionnelle (UF),18538251922.0,,,HOPITAL TENON,8312019560
8312004667,Unité Fonctionnelle (UF),8312004667.0,,8312019509.0,HOPITAL TENON,8312019560
8312019219,Unité de consultation (UC),8312019203.0,8312019503.0,8312019544.0,HOPITAL TENON,8312019560
8312019710,Unité Fonctionnelle (UF),8312019710.0,,8312019541.0,HOPITAL TENON,8312019560
19809162986,Unité de consultation (UC),17296836929.0,19456963408.0,17296836928.0,HOPITAL TENON,8312019560
8312019639,Unité Fonctionnelle (UF),8312019639.0,,8312019540.0,HOPITAL TENON,8312019560
20797488963,Unité de consultation (UC),17296836929.0,,17296836928.0,HOPITAL TENON,8312019560
15611334294,Unité d’hébergement (UH),15221243383.0,15501733521.0,8312019536.0,HOPITAL TENON,8312019560
14387646144,Unité d’hébergement (UH),8312005183.0,14247810591.0,,HOPITAL TENON,8312019560
8312047416,Unité Fonctionnelle (UF),8312047416.0,,,HOPITAL TENON,8312019560
8312019100,Unité de consultation (UC),15221243382.0,,8312019536.0,HOPITAL TENON,8312019560
8312086769,Unité de consultation (UC),8312005014.0,,8312019476.0,HOPITAL TENON,8312019560
19107727435,Unité de consultation (UC),8312004747.0,,8312019543.0,HOPITAL TENON,8312019560
16647019676,Unité d’hébergement (UH),8312005014.0,8312019433.0,8312019476.0,HOPITAL TENON,8312019560
8312019220,Unité de consultation (UC),8312019203.0,,8312019544.0,HOPITAL TENON,8312019560
16449690467,Unité d’hébergement (UH),8312019075.0,8312019507.0,8312019550.0,HOPITAL TENON,8312019560
8312004781,Unité de consultation (UC),8312004778.0,,8312019514.0,HOPITAL TENON,8312019560
8312064211,Unité de consultation (UC),8312064210.0,,8312019514.0,HOPITAL TENON,8312019560
8312005031,Unité de consultation (UC),8312005014.0,,8312019476.0,HOPITAL TENON,8312019560
8312004733,Unité de consultation (UC),8312004716.0,,8312019549.0,HOPITAL TENON,8312019560
8312019687,Unité de consultation (UC),8312019678.0,,8312019537.0,HOPITAL TENON,8312019560
8312005001,Unité de consultation (UC),8312004999.0,,8312019514.0,HOPITAL TENON,8312019560
8312005050,Unité Fonctionnelle (UF),8312005050.0,,8312079956.0,HOPITAL TENON,8312019560
8312049638,Unité d’hébergement (UH),8312019563.0,8312019394.0,8312019509.0,HOPITAL TENON,8312019560
15986403032,Unité d’hébergement (UH),8312019691.0,8312019468.0,8312019519.0,HOPITAL TENON,8312019560
8312017237,Unité d’hébergement (UH),8312019648.0,8312019457.0,,HOPITAL TENON,8312019560
15221243383,Unité Fonctionnelle (UF),15221243383.0,,8312019536.0,HOPITAL TENON,8312019560
8312019099,Unité de consultation (UC),15221243382.0,,8312019536.0,HOPITAL TENON,8312019560
14176221659,Unité de consultation (UC),8312005183.0,,,HOPITAL TENON,8312019560
8312075646,Unité de consultation (UC),8312064213.0,,8312064206.0,HOPITAL TENON,8312019560
8312005154,Unité de consultation (UC),8312005149.0,,,HOPITAL TENON,8312019560
10785400483,Unité de consultation (UC),8350834789.0,,8312019522.0,HOPITAL TENON,8312019560
8312081712,Unité Fonctionnelle (UF),8312081712.0,,8312082859.0,HOPITAL TENON,8312019560
8312082892,Unité de consultation (UC),8312005125.0,,8312019533.0,HOPITAL TENON,8312019560
15611334298,Unité d’hébergement (UH),15221243383.0,15501733521.0,8312019536.0,HOPITAL TENON,8312019560
8312004747,Unité Fonctionnelle (UF),8312004747.0,,8312019543.0,HOPITAL TENON,8312019560
8312075096,Unité de consultation (UC),8312019563.0,,8312019509.0,HOPITAL TENON,8312019560
11255543837,Unité de consultation (UC),8312005041.0,,8312019547.0,HOPITAL TENON,8312019560
8312017059,Unité de consultation (UC),8312064213.0,,8312064206.0,HOPITAL TENON,8312019560
8312019675,Unité de consultation (UC),8312019666.0,,8312019542.0,HOPITAL TENON,8312019560
8312062480,Unité de consultation (UC),8312019075.0,,8312019550.0,HOPITAL TENON,8312019560
8312064215,Unité de consultation (UC),8312064213.0,,8312064206.0,HOPITAL TENON,8312019560
9707177753,Unité d’hébergement (UH),8312019274.0,8312019505.0,8312019548.0,HOPITAL TENON,8312019560
8312063081,Unité d’hébergement (UH),8312005014.0,8312063080.0,8312019476.0,HOPITAL TENON,8312019560
14621920246,Unité de consultation (UC),8312019046.0,,8312019528.0,HOPITAL TENON,8312019560
10785400506,Unité de consultation (UC),8312019666.0,,8312019542.0,HOPITAL TENON,8312019560
8350834788,Unité Fonctionnelle (UF),8350834788.0,,,HOPITAL TENON,8312019560
17296836929,Unité Fonctionnelle (UF),17296836929.0,,17296836928.0,HOPITAL TENON,8312019560
8312081374,Unité d’hébergement (UH),8312004788.0,8312019437.0,8312019514.0,HOPITAL TENON,8312019560
8312005159,Unité de consultation (UC),8312005149.0,,,HOPITAL TENON,8312019560
8312021261,Unité Fonctionnelle (UF),8312021261.0,,8312021260.0,HOPITAL TENON,8312019560
8312017247,Unité d’hébergement (UH),8312019648.0,8312019438.0,,HOPITAL TENON,8312019560
8312042471,Unité Fonctionnelle (UF),8312042471.0,,8312048721.0,HOPITAL TENON,8312019560
8312019098,Unité de consultation (UC),15221243382.0,,8312019536.0,HOPITAL TENON,8312019560
8312005040,Unité de consultation (UC),8312005014.0,,8312019476.0,HOPITAL TENON,8312019560
8312042446,Unité de consultation (UC),8312019288.0,,8312019552.0,HOPITAL TENON,8312019560
8312019607,Unité d’hébergement (UH),8312019600.0,8312019453.0,8312019516.0,HOPITAL TENON,8312019560
8312019301,Unité de consultation (UC),8312019295.0,,8312019542.0,HOPITAL TENON,8312019560
8312004721,Unité de consultation (UC),8312004716.0,,8312019549.0,HOPITAL TENON,8312019560
14176221651,Unité de consultation (UC),8312005183.0,,,HOPITAL TENON,8312019560
8312019568,Unité d’hébergement (UH),8312019563.0,8312019394.0,8312019509.0,HOPITAL TENON,8312019560
14387646123,Unité d’hébergement (UH),8312005183.0,14247810590.0,,HOPITAL TENON,8312019560
8312019068,Unité d’hébergement (UH),8312019054.0,8312019479.0,8312019536.0,HOPITAL TENON,8312019560
17019896862,Unité d’hébergement (UH),8312004670.0,8312019475.0,8312019527.0,HOPITAL TENON,8312019560
19107727443,Unité de consultation (UC),8312005011.0,,8312019543.0,HOPITAL TENON,8312019560
8312019218,Unité de consultation (UC),8312019203.0,,8312019544.0,HOPITAL TENON,8312019560
8312019107,Unité de consultation (UC),15221243382.0,,8312019536.0,HOPITAL TENON,8312019560
8312019722,Unité d’hébergement (UH),8312019710.0,8312019460.0,8312019541.0,HOPITAL TENON,8312019560
8312004679,Unité d’hébergement (UH),15221243384.0,8312019432.0,8312019536.0,HOPITAL TENON,8312019560
17019896893,Unité d’hébergement (UH),8312019613.0,14759649902.0,8312019557.0,HOPITAL TENON,8312019560
8312005142,Unité de consultation (UC),18538251908.0,,,HOPITAL TENON,8312019560
8312019596,Unité de consultation (UC),8312019563.0,,8312019509.0,HOPITAL TENON,8312019560
8312004132,Unité d’hébergement (UH),8312004670.0,8312019475.0,8312019527.0,HOPITAL TENON,8312019560
8312005150,Unité de consultation (UC),8312005149.0,,,HOPITAL TENON,8312019560
8312017572,Unité d’hébergement (UH),8312017570.0,,,HOPITAL TENON,8312019560
10785400516,Unité de consultation (UC),8350834789.0,,8312019522.0,HOPITAL TENON,8312019560
8312004783,Unité Fonctionnelle (UF),8312004783.0,,8312019514.0,HOPITAL TENON,8312019560
8312019293,Unité de consultation (UC),8312019288.0,,8312019552.0,HOPITAL TENON,8312019560
8312004788,Unité Fonctionnelle (UF),8312004788.0,,8312019514.0,HOPITAL TENON,8312019560
8312005153,Unité de consultation (UC),8312005149.0,,,HOPITAL TENON,8312019560
8312041096,Unité Fonctionnelle (UF),8312041096.0,,8312040183.0,HOPITAL TENON,8312019560
9924111670,Unité d’hébergement (UH),8312019563.0,8312019394.0,8312019509.0,HOPITAL TENON,8312019560
8312005014,Unité Fonctionnelle (UF),8312005014.0,,8312019476.0,HOPITAL TENON,8312019560
15611334266,Unité d’hébergement (UH),15221243384.0,15501733522.0,8312019536.0,HOPITAL TENON,8312019560
8312004689,Unité Fonctionnelle (UF),8312004689.0,,8312019518.0,HOPITAL TENON,8312019560
8312005069,Unité Fonctionnelle (UF),8312005069.0,,8312019530.0,HOPITAL TENON,8312019560
14176221652,Unité de consultation (UC),8312005183.0,,,HOPITAL TENON,8312019560
8312005143,Unité Fonctionnelle (UF),8312005143.0,,,HOPITAL TENON,8312019560
8312005064,Unité Fonctionnelle (UF),8312005064.0,,8312019521.0,HOPITAL TENON,8312019560
8312048810,Unité d’hébergement (UH),8312004670.0,8312048406.0,8312019527.0,HOPITAL TENON,8312019560
8312079742,Unité d’hébergement (UH),8312014175.0,8312019445.0,8312019514.0,HOPITAL TENON,8312019560
8312019284,Unité de consultation (UC),8312019274.0,,8312019548.0,HOPITAL TENON,8312019560
8312004803,Unité d’hébergement (UH),8312004788.0,,8312019514.0,HOPITAL TENON,8312019560
8312019194,Unité Fonctionnelle (UF),8312019194.0,,8312019542.0,HOPITAL TENON,8312019560
15911309004,Unité de consultation (UC),8312019274.0,,8312019548.0,HOPITAL TENON,8312019560
8382309294,Unité Fonctionnelle (UF),8382309294.0,,,HOPITAL TENON,8312019560
8312019057,Unité d’hébergement (UH),15221243382.0,8312019478.0,8312019536.0,HOPITAL TENON,8312019560
8312064212,Unité de consultation (UC),8312064210.0,,8312019514.0,HOPITAL TENON,8312019560
8312062965,Unité d’hébergement (UH),8312005014.0,8312019433.0,8312019476.0,HOPITAL TENON,8312019560
8312046776,Unité d’hébergement (UH),8312004670.0,8312048406.0,8312019527.0,HOPITAL TENON,8312019560
8312019274,Unité Fonctionnelle (UF),8312019274.0,,8312019548.0,HOPITAL TENON,8312019560
